,Category,Sub Category,Brand Name,Product Rating,Product Name,Name,Weight,MRP/Unit,Qnty,Unit Qnty,Cost Price,Product ID
754,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE KRACK JACK 75.6g PK5,PARLE KRACK JACK ,75.6g PK5,10.0,2.0,5.0,75.66,202212766.0
755,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE KRACKJACK 200g,PARLE KRACKJACK ,200g,30.0,4.0,1.0,90.8,202212767.0
756,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE MANGO BITE 289g,PARLE MANGO BITE ,289g,1.0,100.0,1.0,70.37,202212768.0
757,Gourmet Foods,Cookies and Biscuits,Parle,4,PARLE MELODY CHOCOLATY 391g,PARLE MELODY CHOCOLATY ,391g,100.0,1.0,1.0,69.68,202212769.0
758,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE MONACO ROLLS 75.4g PK10,PARLE MONACO ROLLS ,75.4g PK10,0.0,2.0,10.0,151.34,202212770.0
759,Gourmet Foods,Cookies and Biscuits,Parle,2,PARLE NUTRICRUNCH CRAKR100g,PARLE NUTRICRUNCH CRAKR,100g,15.0,8.0,1.0,90.8,202212771.0
760,Gourmet Foods,Cookies and Biscuits,Parle,3,PARLE ORANGE BITE 289g,PARLE ORANGE BITE ,289g,1.0,100.0,1.0,70.38,202212772.0
761,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE SIXER SALTED 200g,PARLE SIXER SALTED ,200g,60.0,2.0,1.0,96.86,202212773.0
762,Gourmet Foods,Cookies and Biscuits,Parle,5,PARLE SIXER SALTED 200g,PARLE SIXER SALTED ,200g,60.0,3.0,1.0,136.2,202212774.0
763,Beauty,Skin Care,Pears,5,PEARS OIL CLEAR & GLOW SOAP 75g,PEARS OIL CLEAR & GLOW SOAP ,75g,41.0,6.0,1.0,177.96,202212775.0
764,Beauty,Skin Care,Pears,2,PEARS PURE & GENTLE SOAP 100g,PEARS PURE & GENTLE SOAP ,100g,38.0,6.0,1.0,174.36,202212776.0
765,Beauty,Skin Care,Pears,5,PEARS PURE & GNTL SOAP 3X125 g,PEARS PURE & GNTL SOAP ,3X125 g,150.0,3.0,1.0,340.65,202212777.0
766,Beauty,Skin Care,Pears,4,PEARS PURE&GENTL GLN SP 3*75g,PEARS PURE&GENTL GLN SP ,3*75g,150.0,6.0,1.0,452.52,202212778.0
767,Beauty,Skin Care,Pears,4,PEARS SOFT & FRESH SOAP 75g,PEARS SOFT & FRESH SOAP ,75g,41.0,6.0,1.0,177.96,202212779.0
768,Beverages,Cold Drinks,Pepsi,4,PEPSI BLACK 250 ml CAN,PEPSI BLACK ,250 ml CAN,30.0,10.0,1.0,192.1,202212780.0
769,Hygiene and Beauty,Oral Care,Pepsodent,4,PEPSODENT COMPLETE TPAST 100g,PEPSODENT COMPLETE TPAST ,100g,52.0,24.0,1.0,944.4,202212781.0
770,Beauty,Skin Care,Ponds,5,PONDS COLD CREAM 30 ml,PONDS COLD CREAM ,30 ml,52.0,3.0,1.0,114.18,202212784.0
771,Beauty,Skin Care,Ponds,3,PONDS DRMFLR BODY LOTION 300ml,PONDS DRMFLR BODY LOTION ,300ml,270.0,4.0,1.0,713.88,202212785.0
772,Beauty,Skin Care,Ponds,2,PONDS HONEY + MILK CLD CRM 55g,PONDS HONEY + MILK CLD CRM ,55g,96.0,2.0,1.0,147.92,202212786.0
773,Beauty,Skin Care,Ponds,2,PONDS PURE WHTE FACIALFOAM 50g,PONDS PURE WHTE FACIALFOAM ,50g,95.0,6.0,1.0,385.32,202212787.0
774,Beauty,Skin Care,Ponds,4,PONDS PURE WHTE FCIALFOAM 100g,PONDS PURE WHTE FCIALFOAM ,100g,190.0,4.0,1.0,513.76,202212788.0
775,Beauty,Skin Care,Ponds,3,PONDS TAN REMOVAL SCRUB 50g,PONDS TAN REMOVAL SCRUB ,50g,150.0,4.0,1.0,405.6,202212789.0
776,Beauty,Skin Care,Ponds,3,PONDS WB BB CREAM 9g,PONDS WB BB CREAM ,9g,67.0,3.0,1.0,143.13,202212790.0
777,Beauty,Skin Care,Ponds,4,PONDS WHITE BEAUTY CREAM 12g,PONDS WHITE BEAUTY CREAM ,12g,42.0,6.0,1.0,184.08,202212791.0
778,Beauty,Skin Care,Ponds,4,PONDS WHITE BEAUTY FACIAL FOAM20g,PONDS WHITE BEAUTY FACIAL FOAM,20g,25.0,13.0,1.0,206.96,202212792.0
779,Beauty,Skin Care,Ponds,3,PONDS WHITE BEAUTY PWG FOAM 50g,PONDS WHITE BEAUTY PWG FOAM ,50g,79.0,3.0,1.0,170.1,202212793.0
780,Household ,Dishwash Bar & Dishwash Liquid,Pril,2,PRIL BAR 200*3,PRIL BAR ,200*3,54.0,3.0,1.0,120.42,202212794.0
781,Household ,Dishwash Bar & Dishwash Liquid,Pril,2,PRIL LIQUID 225ml,PRIL LIQUID ,225ml,45.0,6.0,1.0,193.44,202212795.0
782,"Food Grains, Oli and Masala",Spices,Pro Nature,1,PRO NATURE ORG SAUNF 100 gm,PRO NATURE ORG SAUNF ,100 gm,0.0,1.0,1.0,42.86,202212796.0
783,Gourmet Foods,Confectionery,Pulse,1,PULSE GUAVA CANDY IC PACK 250g,PULSE GUAVA CANDY IC PACK ,250g,150.0,2.0,1.0,81.45,202212797.0
784,Gourmet Foods,Confectionery,Pulse,3,PULSE KACHCHA AAM CANDY IC PK 250g,PULSE KACHCHA AAM CANDY IC PK ,250g,150.0,2.0,1.0,81.44,202212798.0
785,"Food Grains, Oli and Masala",Cereals and Millets,Quaker,2,QUAKER OAT MEAL 400g,QUAKER OAT MEAL ,400g,77.0,3.0,1.0,196.41,202212799.0
786,"Food Grains, Oli and Masala",Flour,Rajdhani,3,RAJDHANI BESAN 1 kg,RAJDHANI BESAN ,1 kg,129.0,5.0,1.0,415.0,202212800.0
787,"Food Grains, Oli and Masala",Flour,Rajdhani,5,RAJDHANI BESAN 1 kg,RAJDHANI BESAN ,1 kg,129.0,2.0,1.0,166.0,202212801.0
788,"Food Grains, Oli and Masala",Staples,Rajdhani,4,RAJDHANI DALIA 500 gm,RAJDHANI DALIA ,500 gm,39.0,6.0,1.0,171.42,202212802.0
789,"Food Grains, Oli and Masala",Staples,Rajdhani,3,RAJDHANI DALIA 500 gm,RAJDHANI DALIA ,500 gm,39.0,4.0,1.0,114.28,202212803.0
790,"Food Grains, Oli and Masala",Staples,Rajdhani,4,RAJDHANI MOTA POHA 1 kg,RAJDHANI MOTA POHA ,1 kg,118.0,2.0,1.0,174.0,202212804.0
791,"Food Grains, Oli and Masala",Staples,Rajdhani,2,RAJDHANI MOTA POHA 500 gm,RAJDHANI MOTA POHA ,500 gm,60.0,5.0,1.0,225.0,202212805.0
792,Beverages,Fruit Juices,Real,3,REAL APPLE NECTAR 1l,REAL APPLE NECTAR ,1l,105.0,3.0,1.0,214.89,202212807.0
793,Beverages,Fruit Juices,Real,2,REAL CRANBERRY 1lR,REAL CRANBERRY ,1lR,115.0,3.0,1.0,235.38,202212808.0
794,Beverages,Fruit Juices,Real,2,REAL GUAVA 180 ml,REAL GUAVA ,180 ml,20.0,6.0,1.0,89.16,202212809.0
795,Beverages,Fruit Juices,Real,2,REAL GUAVA 1lR,REAL GUAVA ,1lR,100.0,2.0,1.0,138.16,202212810.0
796,Beverages,Fruit Juices,Real,2,REAL GUAVA 1lR,REAL GUAVA ,1lR,100.0,2.0,1.0,138.16,202212811.0
797,Beverages,Fruit Juices,Real,1,REAL LICHEE 1lR,REAL LICHEE ,1lR,110.0,3.0,1.0,225.15,202212812.0
798,Beverages,Fruit Juices,Real,2,REAL MANGO 1lR,REAL MANGO ,1lR,100.0,3.0,1.0,204.66,202212813.0
799,Beverages,Fruit Juices,Real,3,REAL MIXED BERRIES 1l,REAL MIXED BERRIES ,1l,110.0,3.0,1.0,261.96,202212814.0
800,Beverages,Fruit Juices,Real,2,REAL MIXED FRUIT 180 ml,REAL MIXED FRUIT ,180 ml,20.0,6.0,1.0,89.16,202212815.0
801,Beverages,Fruit Juices,Real,3,REAL MIXED FRUIT 1lR,REAL MIXED FRUIT ,1lR,110.0,2.0,1.0,151.98,202212816.0
802,Beverages,Fruit Juices,Real,2,REAL MIXED FRUIT 1lR,REAL MIXED FRUIT ,1lR,110.0,2.0,1.0,151.98,202212817.0
803,Beverages,Fruit Juices,Real,3,REAL P.GRANATE NECTAR 1l,REAL P.GRANATE NECTAR ,1l,115.0,3.0,1.0,235.38,202212818.0
804,Beverages,Fruit Juices,Real,2,REAL P.GRANATE NECTAR 1l,REAL P.GRANATE NECTAR ,1l,115.0,3.0,1.0,235.38,202212819.0
805,Beverages,Fruit Juices,Real,1,REAL PINE APPLE 180 ml,REAL PINE APPLE ,180 ml,20.0,6.0,1.0,89.16,202212820.0
806,Beverages,Fruit Juices,Real,1,REAL PINEAPPLE 1lR,REAL PINEAPPLE ,1lR,105.0,3.0,1.0,214.89,202212821.0
807,Beverages,Fruit Juices,Real,1,REAL PINEAPPLE 1lR,REAL PINEAPPLE ,1lR,105.0,3.0,1.0,214.89,202212822.0
808,Beverages,Fruit Juices,Real,2,REAL PROMEGRANATE 180 ml,REAL PROMEGRANATE ,180 ml,20.0,6.0,1.0,89.16,202212823.0
809,Beverages,Fruit Juices,Red,3,RED LABEL NATURAL CARE TEA 1kg,RED LABEL NATURAL CARE TEA ,1kg,540.0,2.0,1.0,904.94,202212824.0
810,Beverages,Fruit Juices,Red,4,RED LABEL NATURALCARE TEA 100g,RED LABEL NATURALCARE TEA ,100g,40.0,8.0,1.0,277.04,202212825.0
811,Beverages,Fruit Juices,Red,2,RED LABEL NATURALCARE TEA 250g,RED LABEL NATURALCARE TEA ,250g,140.0,5.0,1.0,623.05,202212826.0
812,Beverages,Fruit Juices,Red,3,RED LABEL NATURALCARE TEA 250g,RED LABEL NATURALCARE TEA ,250g,140.0,2.0,1.0,253.96,202212827.0
813,Beverages,Fruit Juices,Red,2,RED LABEL NATURALCARE TEA 500g,RED LABEL NATURALCARE TEA ,500g,275.0,4.0,1.0,943.68,202212828.0
814,Beverages,Fruit Juices,Red,1,RED LABEL TEA 250g CT,RED LABEL TEA ,250g CT,110.0,3.0,1.0,281.34,202212829.0
815,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",Relispray,3,RELISPRAY 75g,RELISPRAY ,75g,220.0,2.0,1.0,313.12,202212830.0
816,Household,Laundry Agents ,Revive,3,REVIVE LIQUID STIFFENER 400g,REVIVE LIQUID STIFFENER ,400g,129.0,2.0,1.0,197.48,202212831.0
817,Household,Laundry Agents ,Revive,4,REVIVE LIQUID STIFFNR 200 ml,REVIVE LIQUID STIFFNR ,200 ml,71.0,2.0,1.0,110.68,202212832.0
818,Beauty,Hair Care & Hair Oil,Revlon,3,REVLON FLEX DRY DMAGED SHMP 592 ml,REVLON FLEX DRY DMAGED SHMP ,592 ml,265.0,2.0,1.0,383.88,202212833.0
819,Beauty,Hair Care & Hair Oil,Revlon,4,REVLON FLEX EXTRA BODY COND 592 ml,REVLON FLEX EXTRA BODY COND ,592 ml,265.0,2.0,1.0,383.88,202212834.0
820,Beauty,Hair Care & Hair Oil,Revlon,3,REVLON FLEX NORMAL SHMP 592 ml,REVLON FLEX NORMAL SHMP ,592 ml,265.0,2.0,1.0,383.88,202212835.0
821,Beauty,Hair Care & Hair Oil,Revlon,1,REVLON FLEX REGULAR COND 592 ml,REVLON FLEX REGULAR COND ,592 ml,265.0,2.0,1.0,383.88,202212836.0
822,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Rin,1,RIN ADVANCE BAR RS 5/-,RIN ADVANCE BAR RS ,5/-,5.0,16.0,1.0,61.44,202212837.0
823,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Rin,2,RIN ADVANCED BAR 140g,RIN ADVANCED BAR ,140g,10.0,12.0,1.0,90.72,202212838.0
824,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Rin,4,RIN ADVANCED PWDR 1 kg,RIN ADVANCED PWDR ,1 kg,65.0,3.0,1.0,134.76,202212839.0
825,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Rin,5,RIN FABRIC WHITENER 500ml,RIN FABRIC WHITENER ,500ml,62.0,4.0,1.0,169.48,202212840.0
826,"Food Grains, Oli and Masala",Flour,Rajdhani,4,RAJDHANI BESAN 500g,RAJDHANI BESAN ,500g,65.0,4.0,1.0,168.0,202212841.0
827,"Food Grains, Oli and Masala",Flour,Rajdhani,4,RAJDHANI MAIDA 1kg ,RAJDHANI MAIDA ,1kg ,76.0,2.0,1.0,104.76,202212842.0
828,"Food Grains, Oli and Masala",Staples,Rajdhani,3,RAJDHANI SUGAR 500g,RAJDHANI SUGAR ,500g,39.0,6.0,1.0,171.42,202212843.0
829,"Food Grains, Oli and Masala",Staples,Rajdhani,3,RAJDHANI SUGAR 500g,RAJDHANI SUGAR ,500g,39.0,4.0,1.0,114.28,202212844.0
830,"Food Grains, Oli and Masala",Staples,Rajdhani,4,RAJDHANI SELECT SUJI 1kg,RAJDHANI SELECT SUJI ,1kg,76.0,2.0,1.0,102.86,202212845.0
831,"Food Grains, Oli and Masala",Staples,Rajdhani,4,RAJDHANI SUJI 500g,RAJDHANI SUJI ,500g,39.0,14.0,1.0,413.28,202212846.0
832,"Food Grains, Oli and Masala",Staples,Rajdhani,5,RAJDHANI SUJI 500g,RAJDHANI SUJI ,500g,39.0,4.0,1.0,118.08,202212847.0
833,Household,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Robin,4,ROBIN LIQUID BLUE 150 ml,ROBIN LIQUID BLUE ,150 ml,59.0,4.0,1.0,178.6,202212848.0
834,"Food Grains, Oli and Masala",Cereals and Millets,Ruchi,5,RUCHI MINI SOYA CHUNK 200g,RUCHI MINI SOYA CHUNK ,200g,45.0,2.0,1.0,74.74,202212849.0
835,Household,Laundry Agents ,Safe,5,SAFE WASH 2kg,SAFE WASH ,2kg,320.0,2.0,1.0,432.2,202212851.0
836,"Food Grains, Oli and Masala",Cooking and Edible Oils,Saffola,3,SAFFOLA ACTIVE OIL 5l JAR,SAFFOLA ACTIVE OIL ,5l JAR,680.0,2.0,1.0,1229.92,202212852.0
837,"Food Grains, Oli and Masala",Cooking and Edible Oils,Saffola,4,SAFFOLA GOLD OIL 2l JAR,SAFFOLA GOLD OIL ,2l JAR,325.0,5.0,1.0,1479.3,202212853.0
838,"Food Grains, Oli and Masala",Cereals and Millets,Saffola,5,SAFFOLA MSLA OAT PEPY TMT 38g,SAFFOLA MSLA OAT PEPY TMT ,38g,15.0,12.0,1.0,125.4,202212854.0
839,"Food Grains, Oli and Masala",Cereals and Millets,Saffola,4,SAFFOLA MSLA OAT VEG TWIST 38g,SAFFOLA MSLA OAT VEG TWIST ,38g,15.0,12.0,1.0,125.4,202212855.0
840,"Food Grains, Oli and Masala",Cereals and Millets,Saffola,4,SAFFOLA OATS 1 kg,SAFFOLA OATS ,1 kg,199.0,2.0,1.0,311.96,202212856.0
841,"Food Grains, Oli and Masala",Cereals and Millets,Saffola,3,SAFFOLA OATS 200g,SAFFOLA OATS ,200g,45.0,2.0,1.0,79.36,202212857.0
842,"Food Grains, Oli and Masala",Cereals and Millets,Saffola,4,SAFFOLA OATS CLSIC MASLA 38g,SAFFOLA OATS CLSIC MASLA ,38g,15.0,12.0,1.0,125.4,202212858.0
843,Beauty,Skin Care,Santoor,5,SANTOOR ALOE FRSHSOAP 125g*4+1,SANTOOR ALOE FRSHSOAP ,125g*4+1,150.0,4.0,1.0,403.36,202212859.0
844,Beauty,Skin Care,Santoor,5,SANTOOR HAND WASH FRESH 750 ml,SANTOOR HAND WASH FRESH ,750 ml,110.0,2.0,1.0,175.52,202212860.0
845,Beauty,Skin Care,Santoor,2,SANTOOR HW CLASSIC 850ml,SANTOOR HW CLASSIC ,850ml,0.0,2.0,1.0,281.36,202212861.0
846,Beauty,Skin Care,Santoor,1,SANTOOR HW CLASSIC 215ml PUMP,SANTOOR HW CLASSIC ,215ml PUMP,110.0,3.0,1.0,251.97,202212862.0
847,Beauty,Skin Care,Santoor,3,SANTOOR HW MILD 215 ml PUMP,SANTOOR HW MILD ,215 ml PUMP,110.0,3.0,1.0,249.69,202212863.0
848,Beauty,Skin Care,Santoor,1,SANTOOR SOAP 100G ORg,SANTOOR SOAP ,100G ORg,26.0,12.0,1.0,233.88,202212864.0
849,Beauty,Skin Care,Santoor,3,SANTOOR SOAP 125G*4 ORg,SANTOOR SOAP ,125G*4 ORg,150.0,4.0,1.0,403.36,202212865.0
850,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,2,SAVLON ANTISEPTIC LIQUID 1000m,SAVLON ANTISEPTIC LIQUID ,1000m,291.0,1.0,1.0,222.31,202212866.0
851,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,4,SAVLON DEEP CLEAN HW 200ml POP,SAVLON DEEP CLEAN HW ,200ml POP,69.0,3.0,1.0,159.45,202212867.0
852,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,5,SAVLON GERM PRTECTN WIPES 10'S,SAVLON GERM PRTECTN WIPES ,10'S,45.0,6.0,1.0,188.16,202212868.0
853,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,5,SAVLON GERM PRTECTN WIPES 72'S,SAVLON GERM PRTECTN WIPES ,72'S,185.0,2.0,1.0,219.02,202212869.0
854,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,4,SAVLON GLYCERIN SOAP 75 gm X 3,SAVLON GLYCERIN SOAP ,75 gm X 3,87.0,6.0,1.0,331.8,202212870.0
855,Household,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Savlon,3,SAVLON HERBALSNSTV HW POP200ml,SAVLON HERBALSNSTV HW POP,200ml,69.0,3.0,1.0,153.78,202212871.0
856,Household,Cleaning Agents and Aids,Sb,1,SB MF KITCHEN SCRUBBY WIPE 1u,SB MF KITCHEN SCRUBBY WIPE ,1u,169.0,1.0,1.0,127.82,202212872.0
857,Household,Cleaning Agents and Aids,Sb,4,SB MF POLISHING WIPE 1u,SB MF POLISHING WIPE ,1u,149.0,2.0,1.0,257.14,202212873.0
858,Household,Cleaning Agents and Aids,Sb,2,"SB SCRUB PAD 3""X3"" 12'S",SB SCRUB PAD ,"3""X3"" 12'S",90.0,3.0,1.0,263.01,202212874.0
859,Household,Cleaning Agents and Aids,Sb,1,"SB SCRUB PAD 4""X5.5"" 3'S",SB SCRUB PAD ,"4""X5.5"" 3'S",90.0,8.0,1.0,526.0,202212875.0
860,Household,Cleaning Agents and Aids,Scotch,1,SCOTCH BRIT PWR SCRUB 1u,SCOTCH BRIT PWR SCRUB ,1u,50.0,8.0,1.0,264.4,202212876.0
861,Household,Cleaning Agents and Aids,Scotch,2,SCOTCH BRITE 2IN1 LARGE 2S PK,SCOTCH BRITE ,2IN1 LARGE 2S PK,0.0,8.0,1.0,328.8,202212877.0
862,Household,Cleaning Agents and Aids,Scotch,5,SCOTCH BRITE JET SCRUBBER TOUG 1u,SCOTCH BRITE JET SCRUBBER TOUG ,1u,150.0,2.0,1.0,228.82,202212878.0
863,Household,Cleaning Agents and Aids,Scotch,3,SCOTCH BRITE KITCHEN SINK BRSH 1u,SCOTCH BRITE KITCHEN SINK BRSH ,1u,119.0,1.0,1.0,80.5,202212879.0
864,Household,Cleaning Agents and Aids,Scotch,3,SCOTCH BRITE KITCHEN WIPER 1u,SCOTCH BRITE KITCHEN WIPER ,1u,300.0,1.0,1.0,100.85,202212880.0
865,Household,Cleaning Agents and Aids,Scotch,2,SCOTCH BRITE LIGHT DUTY GLOVES L 1u,SCOTCH BRITE LIGHT DUTY GLOVES L ,1u,100.0,3.0,1.0,228.81,202212881.0
866,Household,Cleaning Agents and Aids,Scotch,2,SCOTCH BRITE LIGHT DUTY GLOVES M 1u,SCOTCH BRITE LIGHT DUTY GLOVES M ,1u,100.0,4.0,1.0,305.08,202212882.0
867,Household,Cleaning Agents and Aids,Scotch,3,SCOTCH BRITE SCRPAD SS 3X4 COMBI,SCOTCH BRITE SCRPAD SS ,3X4 COMBI,0.0,5.0,1.0,245.75,202212883.0
868,Household,Cleaning Agents and Aids,Scotch,2,SCOTCH BRITE SQUEEGEE 1u,SCOTCH BRITE SQUEEGEE ,1u,0.0,1.0,1.0,228.81,202212884.0
869,Household,Cleaning Agents and Aids,Scotchbrite,3,SCOTCHBRITE PRM KITCHEN TOWEL PK3,SCOTCHBRITE PRM KITCHEN TOWEL PK,3,130.0,2.0,3.0,222.86,202212885.0
870,Hygiene and Beauty,Oral Care,Sensodyne,2,SENSODYNE DEEP CLEAN 70g,SENSODYNE DEEP CLEAN ,70g,120.0,12.0,1.0,1043.04,202212886.0
871,Hygiene and Beauty,Oral Care,Sensodyne,2,SENSODYNE REPAIR&PROTCT TP 70g,SENSODYNE REPAIR&PROTCT TP ,70g,175.0,12.0,1.0,1521.0,202212887.0
872,Hygiene and Beauty,Oral Care,Sensodyne,4,SENSODYNE T.BRUSH 2+1 FREE,SENSODYNE T.BRUSH ,2+1 FREE,100.0,3.0,1.0,185.58,202212888.0
873,Hygiene and Beauty,Oral Care,Sensodyne,4,SENSODYNE TP FRESH gEL 150g,SENSODYNE TP FRESH gEL ,150g,190.0,6.0,1.0,839.76,202212889.0
874,Hygiene and Beauty,Oral Care,Sensodyne,5,SENSODYNE TP FRESH MINT 150g,SENSODYNE TP FRESH MINT ,150g,190.0,6.0,1.0,839.76,202212890.0
875,Hygiene and Beauty,Oral Care,Sensodyne,1,SENSODYNE TP FRSH GEL 75g,SENSODYNE TP FRSH GEL ,75g,110.0,12.0,1.0,972.36,202212891.0
876,Hygiene and Beauty,Oral Care,Sensodyne,4,SENSODYNE TP FRSH MINT 40g,SENSODYNE TP FRSH MINT ,40g,70.0,12.0,1.0,608.4,202212892.0
877,Hygiene and Beauty,Oral Care,Sensodyne,1,SENSODYNE TP RAPID RELIEF 80g,SENSODYNE TP RAPID RELIEF ,80g,160.0,24.0,1.0,2781.36,202212893.0
878,Hygiene and Beauty,Oral Care,Sensodyne,2,SENSODYNE TP RAPID RELIEF40g,SENSODYNE TP RAPID RELIEF,40g,90.0,12.0,1.0,782.28,202212894.0
879,Hygiene and Beauty,Oral Care,Sensodyne,1,SENSODYNE WHITENING TP 70g,SENSODYNE WHITENING TP ,70g,125.0,12.0,1.0,1086.48,202212895.0
880,Beauty,Hair Care & Hair Oil,Set Wet,4,SET WET GEL COOL HOLD 10 ml,SET WET GEL COOL HOLD ,10 ml,10.0,12.0,1.0,90.24,202212896.0
881,Beauty,Hair Care & Hair Oil,Set Wet,3,SET WET GEL VERTICAL HOLD 10 ml,SET WET GEL VERTICAL HOLD ,10 ml,10.0,12.0,1.0,90.24,202212897.0
882,Beauty,Hair Care & Hair Oil,Set Wet,4,SET WET GEL WET LOOK 10 ml,SET WET GEL WET LOOK ,10 ml,10.0,12.0,1.0,90.24,202212898.0
883,Beauty,Hair Care & Hair Oil,Set Wet,5,SET WET HAIR GEL COOL HOLD 50 ml,SET WET HAIR GEL COOL HOLD ,50 ml,50.0,3.0,1.0,112.83,202212899.0
884,Beauty,Hair Care & Hair Oil,Set Wet,3,SET WET HAIR GEL WET LOOK 50 ml,SET WET HAIR GEL WET LOOK ,50 ml,50.0,3.0,1.0,112.83,202212900.0
885,Beauty,Hair Care & Hair Oil,Set Wet,5,SETWET HAIR GEL VERTICAL HOLD50 ml,SETWET HAIR GEL VERTICAL HOLD,50 ml,50.0,3.0,1.0,112.83,202212901.0
887,Household,Sanitary Items,Sponge,2,SPONGE WIPE LARG SUPR SAVR 5(PK),SPONGE WIPE LARG SUPR SAVR ,5(PK),320.0,3.0,5.0,633.06,202212907.0
888,Household,Sanitary Items,Sponge,1,SPONGE WIPE LARG SUPR SAVR 5(PK),SPONGE WIPE LARG SUPR SAVR ,5(PK),320.0,2.0,5.0,422.04,202212908.0
889,Beverages,Cold Drinks,Sprite,1,SPRITE 750ml,SPRITE ,750ml,40.0,10.0,1.0,235.7,202212909.0
890,Beverages,Cold Drinks,Sprite,1,SPRITE 750ml,SPRITE ,750ml,40.0,24.0,1.0,565.68,202212910.0
891,Snacks & Namkeen,Branded Snacks,Spyke,3,SPYKE MR MKHANA Cream & Onion 25g,SPYKE MR MKHANA Cream & Onion ,25g,35.0,6.0,1.0,125.64,202212911.0
892,Snacks & Namkeen,Branded Snacks,Spyke,3,SPYKE MR MKHANA PUDINA PRTY25g,SPYKE MR MKHANA PUDINA PRTY,25g,35.0,6.0,1.0,125.64,202212912.0
893,"Food Grains, Oli and Masala",Salt,Spyke,4,SPYKE MRMKHANA HMLYN SLT PPR25,SPYKE MRMKHANA HMLYN SLT PPR,25,35.0,7.0,1.0,146.58,202212913.0
894,Personal Care,Hair Care & Hair Oil,Streax,5,STREAX HAIR CLR 3 -DARK BRN 120 ml,STREAX HAIR CLR ,3 -DARK BRN 120 ml,149.0,3.0,1.0,326.55,202212916.0
895,Gourmet Foods,Cookies and Biscuits,Sugarfree,3,SUGARFREE GOLD 110 TAB,SUGARFREE GOLD ,110 TAB,65.0,2.0,1.0,106.78,202212917.0
896,Gourmet Foods,Cookies and Biscuits,Sugarfree,4,SUGARFREE GOLD 300 TAB,SUGARFREE GOLD ,300 TAB,180.0,2.0,1.0,289.28,202212918.0
897,Gourmet Foods,Cookies and Biscuits,Sugarfree,2,SUGARFREE NATURA 200TAB,SUGARFREE NATURA ,200TAB,135.0,2.0,1.0,221.78,202212919.0
898,Gourmet Foods,Cookies and Biscuits,Sundrop,3,SUNDROP PEANUT HONEY CRUNCHY462g,SUNDROP PEANUT HONEY CRUNCHY,462g,225.0,3.0,1.0,547.86,202212920.0
899,Gourmet Foods,Cookies and Biscuits,Sunfeast,3,SUNFEAST BOUNCE P'APLE 34+7g,SUNFEAST BOUNCE P'APLE ,34+7g,5.0,2.0,1.0,86.44,202212921.0
900,Gourmet Foods,Cookies and Biscuits,Sunfeast,3,SUNFEAST BOUNCECHOCTWST41gPK12,SUNFEAST BOUNCECHOCTWST,41gPK12,5.0,2.0,12.0,86.44,202212922.0
901,Gourmet Foods,Cookies and Biscuits,Sunfeast,4,SUNFEAST CHOCOFILLS COMBO300g,SUNFEAST CHOCOFILLS COMBO,300g,0.0,4.0,1.0,277.32,202212923.0
902,Gourmet Foods,Cookies and Biscuits,Sunfeast,2,SUNFEAST GLUCOSE 250g,SUNFEAST GLUCOSE ,250g,20.0,6.0,1.0,92.4,202212924.0
903,Gourmet Foods,Cookies and Biscuits,Sunfeast,4,SUNFEAST MARIE LIGHT 200g,SUNFEAST MARIE LIGHT ,200g,20.0,4.0,1.0,61.64,202212925.0
904,Gourmet Foods,Cookies and Biscuits,Sunfeast,4,SUNFEAST MOM MAGIC BUTTER200g,SUNFEAST MOM MAGIC BUTTER,200g,30.0,10.0,1.0,231.1,202212926.0
905,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Sunfeast,3,SUNFEAST YIPPEE MAGIC MSL 120g,SUNFEAST YIPPEE MAGIC MSL ,120g,23.0,6.0,1.0,94.86,202212927.0
906,Beauty,Hair Care & Hair Oil,Sunsilk,3,SUNSILK BLACK SHAMP 340 ml,SUNSILK BLACK SHAMP ,340 ml,180.0,2.0,1.0,259.72,202212928.0
907,Beauty,Hair Care & Hair Oil,Sunsilk,4,SUNSILK BLACK SHAMP 7ml PK64,SUNSILK BLACK SHAMP ,7ml PK64,3.0,2.0,64.0,258.78,202212929.0
